Timestamp,Topic,Message
2024-07-05 16:34:42,Ultrasonic,5.3
2024-07-05 16:34:43,Ultrasonic,4161.66
2024-07-05 16:34:45,Ultrasonic,4.86
2024-07-05 16:34:46,Ultrasonic,37.79
2024-07-05 16:34:47,Ultrasonic,42.87
2024-07-05 16:34:48,Ultrasonic,44.06
2024-07-05 16:34:50,Ultrasonic,4167.36
2024-07-05 16:34:51,Ultrasonic,1.01
2024-07-05 16:34:52,Ultrasonic,60.91
2024-07-05 16:34:53,Ultrasonic,140.87
2024-07-05 16:34:54,Ultrasonic,140.48
2024-07-05 16:34:56,Ultrasonic,88.89
2024-07-05 16:34:57,Ultrasonic,60.12
2024-07-05 16:34:58,Ultrasonic,30.7
2024-07-05 16:34:59,Ultrasonic,99.91
2024-07-05 16:35:01,Ultrasonic,35.98
2024-07-05 16:35:02,Ultrasonic,59.65
2024-07-05 16:35:03,Ultrasonic,20783.31
2024-07-05 16:35:04,Ultrasonic,59.58
2024-07-05 16:35:05,Ultrasonic,91.51
2024-07-05 16:35:07,Ultrasonic,20737.67
2024-07-05 16:35:08,Ultrasonic,67.98
2024-07-05 16:35:09,Ultrasonic,35.2
2024-07-05 16:35:10,Ultrasonic,54.18
2024-07-05 16:35:12,Ultrasonic,145.67
2024-07-05 16:35:13,Ultrasonic,145.6
2024-07-05 16:35:14,Ultrasonic,145.63
2024-07-05 16:35:15,Ultrasonic,145.96
2024-07-05 16:35:16,Ultrasonic,146.52
2024-07-05 16:35:18,Ultrasonic,4198.49
2024-07-05 16:35:19,Ultrasonic,4.86
2024-07-05 16:35:20,Ultrasonic,4149.94
2024-07-05 16:35:22,Ultrasonic,0.88
2024-07-05 16:35:23,Ultrasonic,145.64
2024-07-05 16:35:24,Ultrasonic,146.99
2024-07-05 16:35:25,Ultrasonic,145.56
2024-07-05 16:35:26,Ultrasonic,144.28
2024-07-05 16:35:28,Ultrasonic,145.59
2024-07-05 16:35:29,Ultrasonic,146.05
2024-07-05 16:35:30,Ultrasonic,146.89
